Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,Player_id,Squad_id,Sh,SoT,G_by_Sh,G_by_SoT,Dist,FK,npxG_by_Sh,G-xG,np:G-xG,Total_Cmp,Total_Att,Total_TotDist,Total_PrgDist,xA,A-xAG,KP,LastThird,PPA,CrsPA,Prog,SCA,SCA_PassLive,SCA_PassDead,SCA_Drib,SCA_Sh,SCA_Fld,SCA_Def,GCA,GCA_PassLive,GCA_PassDead,GCA_Drib,GCA_Sh,GCA_Fld,GCA_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def3rd,Tackles_Mid3rd,Tackles_Att3rd,VsDribbles_Tkl,VsDribbles_Att,VsDribbles_Past,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl_plus_Int,Clr,Err,Touches_Touches,Touches_DefPen,Touches_Def3rd,Touches_Mid3rd,Touches_Att3rd,Touches_AttPen,Touches_Live,Dribbles_Succ,Dribbles_Att,Dribbles_Mis,Dribbles_Dis,Receiving_Rec,Receiving_Prog,Mn_by_MP,Mn_by_Start,Compl,Subs,Mn_by_Sub,unSub,TS_PPM,TS_onG,TS_onGA,TS_Diff,TS_On-Off,TS(xG)_onxG,TS(xG)_onxGA,TS(xG)_xGDiff,TS(xG)_On-Off,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerialDuels_Won,AerialDuels_Lost,Cmp
Hanna Németh,hu HUN,DF,Werder Bremen,24-082,1998,8,8,720,0,0,0,0,0,0,0,,,,dff5a2cf,7adbf480,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,0,,,,,,,,0,,,,
Milena Nikolić,ba BIH,FW,Leverkusen,30-155,1992,1,0,4,0,0,0,0,0,0,0,0.1,0.1,0.0,07d673a8,c6d4860a,2,1,0.00,0.00,16.2,0,0.04,-0.1,-0.1,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,3,2,4,0,0,0,0,3,1,64,76,1,2,39,0,2.67,12,0,+12,+0.95,8.5,2.1,+6.4,+0.01,0,1,0,0,0,0,0,0,0,0,0,0,0
Sjoeke Nüsken,de GER,"DF,MF",E. Frankfurt,21-320,2001,9,9,810,0,0,0,0,0,0,0,0.5,0.5,0.0,0050cd30,97b7c0e8,12,3,0.00,0.00,17.5,0,0.04,-0.5,-0.5,0,619,10377,4445,0.2,0.0,2,38,4,1,45,12,11,0,0,0,1,0,1,1,0,0,0,0,0,15,11,4,10,1,2,9,7,14,3,11,30,45,25,1,725,64,354,320,54,11,725,6,10,6,7,450,12,54,78,0,4,30,0,1.88,15,10,+5,+0.34,9.9,5.8,+4.1,+0.68,0,6,8,0,5,11,0,0,0,108,20,17,482
Lena Oberdorf,de GER,MF,Wolfsburg,20-354,2001,8,8,626,1,1,1,0,0,0,0,1.5,1.5,0.8,74a0529b,a1393014,11,2,0.09,0.50,16.8,0,0.14,-0.5,-0.5,0,334,4178,1612,0.9,+0.2,3,44,3,0,37,22,18,0,0,3,1,0,4,3,0,0,1,0,0,23,18,4,16,3,9,19,10,13,3,10,19,42,10,0,432,12,79,266,90,14,432,5,9,11,7,236,10,83,90,8,1,27,0,0.33,5,15,-10,+0.22,7.2,12.0,-4.8,-0.10,0,13,15,0,3,18,0,0,0,59,8,11,229
Lena Ostermeier,de GER,"DF,MF",Essen,26-068,1996,9,8,692,0,0,0,0,0,1,0,0.1,0.1,0.1,4e673b2e,becc1dd0,3,1,0.00,0.00,38.0,1,0.03,-0.1,-0.1,0,294,4117,1564,0.2,-0.1,1,11,2,0,13,11,4,2,0,0,3,2,0,0,0,0,0,0,0,15,7,10,4,1,9,17,8,9,3,6,29,44,15,0,394,35,185,180,40,2,394,4,14,8,7,159,4,57,72,1,2,20,0,2.29,6,2,+4,-2.83,6.3,3.8,+2.6,-1.84,0,2,8,0,9,7,0,0,0,76,0,6,207
Selina Ostermeier,de GER,DF,Leverkusen,23-327,1999,7,4,352,0,0,0,0,0,1,0,0.0,0.0,0.2,9f140482,c6d4860a,1,0,0.00,,32.5,0,0.02,0.0,0.0,0,305,4803,2129,0.2,-0.2,4,25,1,1,29,10,9,0,1,0,0,0,3,3,0,0,0,0,0,5,3,2,2,1,1,5,4,2,2,0,8,13,9,0,334,16,141,159,37,2,334,1,3,1,0,188,3,90,90,8,0,,0,1.25,8,13,-5,+2.38,4.5,14.6,-10.1,+2.10,0,7,1,0,7,3,0,1,0,38,6,4,231
Ewa Pajor,pl POL,FW,Wolfsburg,26-005,1996,8,6,510,8,4,8,0,0,0,0,6.8,6.8,1.5,d47a1efd,a1393014,41,16,0.20,0.50,11.0,0,0.17,+1.2,+1.2,0,148,1389,270,1.1,+2.5,10,8,5,1,12,25,16,0,2,4,3,0,8,5,0,1,1,1,0,5,3,0,2,3,1,1,0,7,0,7,1,6,0,0,251,0,6,65,182,79,251,8,13,34,5,174,55,64,87,3,3,25,0,0.88,6,11,-5,+3.02,8.7,7.2,+1.6,+2.13,0,2,5,8,6,3,0,0,0,25,5,8,97
Jasmin Pal,at AUT,GK,Köln,26-106,1996,3,3,270,0,0,0,0,0,0,0,0.0,0.0,0.0,9e0a6794,88ddc98e,0,0,,,,0,,0.0,0.0,0,155,3158,2177,0.0,0.0,0,0,0,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,159,95,150,9,0,0,159,0,0,0,0,72,0,75,75,1,0,,0,1.33,7,6,+1,+1.46,6.0,10.5,-4.4,+0.28,0,0,0,0,0,1,0,0,0,15,1,0,128
Kaitlyn Parcell,us USA,DF,MSV Duisburg,25-090,1997,6,5,468,2,0,2,0,0,0,0,0.4,0.4,0.1,c2b09bae,0580d9a9,3,2,0.67,1.00,11.7,0,0.14,+1.6,+1.6,0,171,1620,994,0.1,-0.1,1,4,1,1,6,4,3,1,0,0,0,0,0,0,0,0,0,0,0,4,4,2,1,1,1,4,3,6,1,5,6,10,13,0,217,15,100,83,35,6,217,3,4,9,1,69,5,62,78,2,3,30,0,1.33,5,5,0,+0.36,5.2,7.8,-2.6,+0.73,0,0,2,2,4,4,0,0,0,26,1,1,94
Tanja Pawollek,pl POL,MF,E. Frankfurt,23-324,1999,8,8,705,1,0,1,0,0,1,0,0.5,0.5,0.3,7737e984,97b7c0e8,8,2,0.13,0.50,17.6,1,0.06,+0.5,+0.5,0,360,4789,1608,0.2,-0.3,4,33,0,0,28,13,9,2,0,0,2,0,0,0,0,0,0,0,0,10,6,3,7,0,2,11,9,11,3,8,11,21,10,0,424,18,98,286,44,4,424,1,2,3,4,257,8,90,90,5,0,,0,1.80,6,7,-1,-0.70,7.9,6.2,+1.7,-0.13,0,3,12,0,6,6,0,0,0,65,16,8,277
Glódís Perla Viggósdóttir,is ISL,DF,Bayern Munich,27-164,1995,9,9,810,1,0,1,0,0,0,0,0.7,0.7,0.3,ab0e7355,51ec22be,7,2,0.14,0.50,10.9,0,0.10,+0.3,+0.3,0,804,15256,6173,0.4,-0.3,3,76,8,0,52,12,11,1,0,0,0,0,2,2,0,0,0,0,0,9,6,5,3,1,3,4,1,10,7,3,11,20,25,0,874,63,406,440,33,12,874,4,4,5,2,667,4,32,84,0,6,23,0,2.43,9,3,+6,+2.28,4.7,2.0,+2.7,+0.26,0,9,1,1,0,6,0,0,0,69,12,13,714
Anja Pfluger,de GER,MF,Essen,29-022,1993,9,8,622,0,1,0,0,0,3,0,0.1,0.1,0.1,a3dbdf28,becc1dd0,6,0,0.00,,30.8,0,0.02,-0.1,-0.1,0,216,2473,781,0.1,+0.9,4,16,0,0,18,11,9,1,0,0,0,1,2,2,0,0,0,0,0,8,2,2,4,2,4,10,6,9,1,8,17,25,5,0,271,14,59,169,47,2,271,1,3,4,11,117,1,72,85,5,2,24,0,0.33,2,12,-10,-0.86,6.2,8.3,-2.1,+1.33,0,18,7,0,6,2,0,0,0,55,5,5,151
Katharina Piljić,de GER,"DF,MF",Essen,19-094,2003,7,5,495,1,1,1,0,0,1,0,0.1,0.1,0.2,48cde73f,becc1dd0,3,1,0.33,1.00,24.0,0,0.04,+0.9,+0.9,0,209,2837,1282,0.2,+0.8,2,18,1,0,22,9,9,0,0,0,0,0,3,3,0,0,0,0,0,8,6,3,4,1,3,11,8,15,4,11,19,27,9,2,277,35,127,145,16,2,277,6,9,7,7,132,6,72,72,2,0,,0,1.50,3,3,0,-0.17,5.3,3.3,+2.0,+0.37,0,2,1,0,1,6,0,0,0,53,0,2,144
Maria Plattner,at AUT,MF,Turbine Potsdam,21-216,2001,2,2,180,0,0,0,0,0,2,0,0.1,0.1,0.0,179f05f4,de550500,1,0,0.00,,24.8,0,0.07,-0.1,-0.1,0,76,781,345,0.0,0.0,0,10,0,0,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,5,4,2,2,1,3,7,4,3,1,2,8,13,1,0,101,3,21,42,38,1,101,1,4,6,3,51,4,65,90,5,3,23,1,0.13,4,17,-13,-0.08,4.4,14.9,-10.5,-0.48,0,3,0,1,5,4,0,0,0,11,0,0,47
Julia Pollak,de GER,DF,SV Meppen,20-213,2002,9,9,804,0,0,0,0,0,1,0,0.1,0.1,0.5,c639a95f,4ed1418c,3,0,0.00,,18.9,1,0.05,-0.1,-0.1,0,464,5554,3158,0.5,-0.5,9,15,3,1,13,14,8,5,0,0,0,1,1,1,0,0,0,0,0,38,22,19,17,2,21,29,8,21,7,14,20,58,23,0,586,62,304,206,82,5,586,3,6,12,5,216,3,79,79,3,0,,0,1.78,15,15,0,-0.95,13.1,13.8,-0.7,+1.74,0,10,10,0,24,22,0,0,0,61,13,4,281
Alexandra Popp,de GER,"FW,MF",Wolfsburg,31-246,1991,9,7,642,6,1,6,0,0,3,0,3.3,3.3,0.7,655e7bd0,a1393014,23,9,0.26,0.67,15.1,0,0.14,+2.7,+2.7,0,254,2966,850,0.7,+0.3,10,17,9,5,20,23,17,0,1,3,2,0,5,4,0,0,0,1,0,14,8,2,6,6,5,9,4,13,1,12,7,21,7,0,355,8,28,177,150,42,355,4,11,16,9,230,42,,,0,0,,1,,,,,,,,,,0,9,9,7,15,8,0,0,0,27,30,12,159
Lara Prašnikar,si SVN,FW,E. Frankfurt,24-122,1998,9,9,743,4,1,4,0,0,0,0,3.8,3.8,0.9,08a0adb8,97b7c0e8,31,14,0.13,0.29,13.8,3,0.12,+0.2,+0.2,0,275,2524,726,1.8,+0.1,12,19,5,0,20,29,23,0,2,3,0,1,5,4,0,0,0,0,1,10,4,3,5,2,1,3,2,12,0,12,0,10,1,0,381,3,17,164,201,47,381,9,21,31,11,266,61,,,0,0,,3,,,,,,,,,,0,6,6,6,18,4,0,0,0,31,5,6,184
Linda Preuß,de GER,"FW,DF",SV Meppen,24-192,1998,4,0,34,0,0,0,0,0,0,0,0.0,0.0,0.0,527a88e0,4ed1418c,0,0,,,,0,,0.0,0.0,0,10,63,52,0.0,0.0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,2,1,0,0,0,0,1,1,0,17,2,7,6,4,0,17,1,1,3,1,6,0,19,,0,6,19,2,0.50,1,0,+1,+2.34,1.5,2.5,-1.1,-0.31,0,2,0,0,1,1,0,0,0,4,0,0,3
Sarah Puntigam,at AUT,"MF,DF",Köln,30-056,1992,9,9,774,1,1,1,0,0,1,0,0.3,0.3,1.8,088dd3ef,88ddc98e,9,3,0.11,0.33,25.0,3,0.04,+0.7,+0.7,0,435,5717,2686,1.7,-0.8,19,27,3,0,27,24,11,13,0,0,0,0,1,0,1,0,0,0,0,12,5,9,2,1,5,9,4,5,0,5,8,20,10,0,493,24,179,212,109,4,493,1,2,9,12,265,12,90,90,9,0,,0,2.00,25,17,+8,,16.4,11.5,+4.9,,0,6,3,0,55,5,0,0,0,64,10,11,297
Nina Räcke,de GER,DF,Essen,21-082,2001,8,6,597,0,0,0,0,0,1,0,0.1,0.1,0.0,d0d2c2f8,becc1dd0,1,0,0.00,,9.1,0,0.09,-0.1,-0.1,0,252,3681,1569,0.0,0.0,0,15,1,0,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,5,7,0,0,6,13,7,6,4,2,14,21,29,1,322,54,181,134,9,6,322,1,5,0,1,149,3,2,,0,1,2,0,0.00,0,0,0,+0.89,0.0,0.0,0.0,+1.50,0,4,0,0,0,5,0,0,0,36,12,4,163
Laura Radke,de GER,"FW,DF",Turbine Potsdam,23-149,1999,6,1,160,0,0,0,0,0,0,0,0.0,0.0,0.0,8c19489e,de550500,1,1,0.00,0.00,23.2,0,0.02,0.0,0.0,0,65,861,277,0.1,0.0,0,5,1,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,0,0,1,1,0,0,0,4,6,0,0,85,2,14,41,31,1,85,1,1,4,2,53,5,90,90,9,0,,0,1.00,10,17,-7,,11.7,13.3,-1.7,,0,1,1,0,1,1,0,0,0,8,1,4,44
Maximiliane Rall,de GER,DF,Bayern Munich,29-020,1993,9,7,612,1,0,1,0,0,0,0,0.7,0.7,1.0,ce17abd1,51ec22be,10,5,0.10,0.20,18.2,0,0.07,+0.3,+0.3,0,429,5653,1889,1.2,-1.0,10,22,11,6,23,16,13,3,0,0,0,0,1,1,0,0,0,0,0,18,10,7,5,6,7,7,0,7,1,6,9,27,15,0,497,16,106,213,182,16,497,2,7,12,9,305,34,48,87,3,5,17,0,1.33,3,8,-5,-1.99,3.0,8.0,-5.0,-0.86,0,2,7,2,24,10,0,0,0,34,7,9,329
Felicitas Rauch,de GER,DF,Wolfsburg,26-222,1996,8,8,631,1,4,1,0,0,0,0,0.3,0.3,2.4,01079eae,a1393014,6,5,0.17,0.20,21.7,1,0.05,+0.7,+0.7,0,462,6473,2810,2.8,+1.6,21,32,9,4,34,33,12,19,1,0,1,0,6,2,4,0,0,0,0,11,6,6,5,0,4,12,8,2,0,2,11,22,5,0,518,10,155,201,165,11,518,5,12,7,1,276,18,42,75,0,1,8,1,0.00,1,3,-2,+0.06,0.5,1.9,-1.4,+0.12,0,0,8,1,56,6,0,0,0,42,3,1,342
Géraldine Reuteler,ch SUI,"FW,MF",E. Frankfurt,23-231,1999,8,8,619,2,1,2,0,0,0,0,2.6,2.6,1.7,f64daf84,97b7c0e8,18,8,0.11,0.25,15.8,0,0.16,-0.6,-0.6,0,264,3285,766,2.0,-0.7,17,25,9,1,26,36,25,0,4,3,4,0,7,2,0,0,3,2,0,13,9,1,6,6,2,9,7,6,1,5,6,19,1,0,353,5,28,173,156,32,353,10,21,21,14,248,56,64,85,3,2,22,0,2.00,12,9,+3,-0.35,7.3,5.9,+1.5,-0.38,0,2,14,4,7,9,0,0,0,48,2,2,205
Annalena Rieke,de GER,MF,Essen,23-332,1999,7,3,369,0,0,0,0,0,0,0,0.9,0.9,0.3,71a57599,becc1dd0,14,3,0.00,0.00,19.6,0,0.06,-0.9,-0.9,0,120,1224,341,0.3,-0.3,5,8,5,0,10,14,9,0,1,3,1,0,0,0,0,0,0,0,0,14,10,3,8,3,6,11,5,9,1,8,2,16,3,0,190,4,32,107,58,17,190,7,10,14,9,73,7,90,90,1,0,,6,0.00,1,4,-3,-2.38,0.1,3.5,-3.4,-2.10,0,2,4,0,2,10,0,0,0,40,5,9,78
Nina Rolfes,de GER,"FW,MF",SV Meppen,23-106,1999,2,0,34,0,0,0,0,0,0,0,0.0,0.0,0.0,9fc29dfa,4ed1418c,0,0,,,,0,,0.0,0.0,0,11,191,64,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,2,0,0,15,1,11,4,0,0,15,0,0,2,0,9,0,89,89,8,0,,0,1.78,18,18,0,-15.00,13.8,16.6,-2.8,-2.47,0,0,0,0,0,1,0,0,0,1,0,1,7
Jill Roord,nl NED,"MF,FW",Wolfsburg,25-230,1997,8,7,599,5,0,5,0,0,0,0,2.8,2.8,0.9,443146ab,a1393014,25,10,0.20,0.50,16.0,0,0.11,+2.2,+2.2,0,289,4134,965,1.1,-0.9,9,25,9,0,28,24,20,1,0,2,0,1,4,3,1,0,0,0,0,14,7,4,8,2,5,7,2,1,0,1,1,15,1,0,376,4,29,181,170,32,376,10,11,24,18,281,52,90,90,8,0,,1,0.38,5,14,-9,+0.87,,,,,0,5,5,0,8,7,0,0,0,47,3,6,241
Mollie Rouse,eng ENG,MF,Turbine Potsdam,24-011,1998,8,7,657,0,1,0,0,0,0,0,0.1,0.1,0.7,6b7d2ee4,de550500,4,1,0.00,0.00,31.0,0,0.03,-0.1,-0.1,0,252,3072,1006,1.0,+0.3,7,19,6,2,19,9,7,1,0,0,1,0,1,1,0,0,0,0,0,15,12,6,7,2,7,17,10,13,3,10,12,27,7,0,345,14,76,191,82,9,345,5,13,17,11,195,20,,,0,0,,1,,,,,,,,,,0,7,17,1,3,12,0,0,0,61,5,4,186
Letícia Santos,br BRA,DF,E. Frankfurt,28-006,1994,3,1,106,0,1,0,0,0,0,0,0.3,0.3,0.6,c07cd3bc,97b7c0e8,4,3,0.00,0.00,18.9,0,0.07,-0.3,-0.3,0,73,1133,519,0.5,+0.4,5,6,3,3,6,8,6,0,0,1,0,1,1,1,0,0,0,0,0,2,2,0,2,0,2,2,0,2,1,1,2,4,1,0,89,2,7,42,40,4,89,0,2,1,0,62,10,4,,0,1,4,0,3.00,0,0,0,-0.11,0.1,0.2,-0.1,-2.60,0,0,1,1,7,2,0,0,0,2,0,0,61
Katharina Schiechtl,at AUT,"DF,MF",Werder Bremen,29-284,1993,6,5,450,0,0,0,0,0,0,0,0.3,0.3,0.1,39f22899,7adbf480,4,0,0.00,,11.3,0,0.07,-0.3,-0.3,0,186,2327,1211,0.1,-0.1,1,10,1,0,8,6,1,4,0,1,0,0,0,0,0,0,0,0,0,8,5,6,1,1,3,5,2,8,6,2,16,24,27,1,252,48,136,71,48,6,252,1,3,2,2,69,4,,,0,0,,2,,,,,,,,,,0,7,1,1,1,5,0,0,0,31,4,2,110
Lea Schüller,de GER,FW,Bayern Munich,25-026,1997,9,6,514,6,1,6,0,0,0,0,4.9,4.9,0.6,4528b262,51ec22be,21,11,0.29,0.55,11.2,0,0.23,+1.1,+1.1,0,112,889,187,0.5,+0.4,5,3,5,0,8,14,10,0,0,1,2,1,2,2,0,0,0,0,0,6,5,0,2,4,0,4,4,3,0,3,0,6,4,0,168,5,9,50,110,34,168,0,4,15,13,140,37,90,90,9,0,,0,2.22,20,13,+7,,15.3,6.9,+8.4,,0,4,7,7,2,5,0,0,0,10,7,3,72
Sarah Schulte,de GER,DF,SV Meppen,27-183,1995,9,9,810,0,0,0,0,0,0,0,0.1,0.1,0.1,15927b2c,4ed1418c,3,1,0.00,0.00,19.6,0,0.04,-0.1,-0.1,0,404,6854,2617,0.0,-0.1,2,13,0,0,9,6,3,2,0,1,0,0,1,1,0,0,0,0,0,16,12,15,1,0,5,8,3,9,5,4,23,39,37,0,516,89,370,125,25,3,516,6,9,10,8,291,2,78,78,4,0,,1,3.00,29,4,+25,+2.62,17.4,4.9,+12.5,-0.67,0,3,3,1,1,12,0,2,0,55,4,4,316
Viktoria Schwalm,de GER,MF,Turbine Potsdam,24-364,1997,4,4,334,0,0,0,0,0,1,0,0.2,0.2,0.1,109cdc0e,de550500,6,2,0.00,0.00,23.7,1,0.04,-0.2,-0.2,0,105,1038,376,0.2,-0.1,2,7,4,0,10,3,3,0,0,0,0,0,1,1,0,0,0,0,0,3,2,1,0,2,0,4,4,3,0,3,3,6,0,0,136,0,21,74,43,4,136,2,5,8,2,85,8,,,0,0,,3,,,,,,,,,,0,3,1,0,6,2,0,0,0,15,2,3,59
Jasmin Sehan,de GER,"MF,FW",Werder Bremen,25-175,1997,8,7,551,0,0,0,0,0,0,0,0.3,0.3,0.2,913b366e,7adbf480,7,2,0.00,0.00,23.0,0,0.04,-0.3,-0.3,0,142,1209,430,0.3,-0.2,3,8,5,1,13,10,6,0,1,0,2,1,0,0,0,0,0,0,0,19,10,5,10,4,13,18,5,7,0,7,10,29,10,0,250,13,48,109,95,13,250,2,8,37,9,123,18,77,84,6,1,22,0,0.78,5,22,-17,-1.45,8.3,13.7,-5.4,-1.34,0,13,9,1,8,10,0,0,0,41,8,14,74
Noa Selimhodzic,il ISR,MF,Turbine Potsdam,19-054,2003,5,4,315,0,0,0,0,0,0,0,0.1,0.1,0.1,77406889,de550500,4,4,0.00,0.00,27.7,0,0.03,-0.1,-0.1,0,107,1104,390,0.1,-0.1,1,13,1,0,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,2,1,1,4,3,5,0,5,2,7,2,0,147,3,25,81,42,2,147,1,7,10,7,98,6,50,84,3,3,5,2,1.29,10,7,+3,+1.16,6.6,4.7,+1.9,+0.16,0,8,3,0,2,4,0,0,0,21,1,5,66
Elisa Senß,de GER,MF,Leverkusen,25-068,1997,9,9,806,1,2,1,0,0,2,0,0.7,0.7,2.1,30bfca52,c6d4860a,17,4,0.06,0.25,23.8,0,0.04,+0.3,+0.3,0,429,6394,1949,1.5,-0.1,11,33,9,2,48,23,15,5,1,0,1,1,2,2,0,0,0,0,0,16,9,4,9,3,5,10,5,7,0,7,14,30,8,1,542,9,100,328,130,10,542,14,22,22,12,328,19,64,76,2,2,27,1,3.00,20,3,+17,0.00,14.3,3.0,+11.3,+0.12,0,17,24,0,29,9,0,0,0,87,8,6,342
Laura Sieger,de GER,GK,SV Meppen,22-293,2000,9,9,810,0,1,0,0,0,0,0,0.0,0.0,0.1,90177ab1,4ed1418c,0,0,,,,0,,0.0,0.0,0,441,8257,4484,0.0,+0.9,1,3,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,5,2,469,416,467,2,0,0,469,0,0,0,0,207,0,90,90,3,0,,6,0.00,1,5,-4,-0.83,3.6,3.6,0.0,+0.27,0,0,8,0,0,0,0,0,0,19,7,0,349
Caroline Siems,de GER,"DF,FW",Leverkusen,23-213,1999,7,6,550,3,0,3,0,0,1,0,0.6,0.6,0.3,aa747108,c6d4860a,5,4,0.60,0.75,16.4,0,0.12,+2.4,+2.4,0,347,4062,1840,1.1,-0.3,3,19,1,1,17,10,9,1,0,0,0,0,0,0,0,0,0,0,0,7,5,4,3,0,5,5,0,6,3,3,4,11,6,0,399,11,113,183,106,6,399,5,7,11,7,230,27,78,77,3,1,82,3,1.17,6,8,-2,+1.19,2.9,10.1,-7.1,+0.30,0,2,5,0,11,5,0,0,0,43,3,3,252
Carolin Simon,de GER,DF,Bayern Munich,30-014,1992,7,7,623,0,4,0,0,0,3,0,0.2,0.2,2.6,aaf0780f,51ec22be,6,2,0.00,0.00,26.5,3,0.03,-0.2,-0.2,0,500,7351,2806,1.8,+1.4,18,22,13,6,26,27,15,11,0,1,0,0,7,4,3,0,0,0,0,23,15,7,12,4,13,15,2,9,3,6,16,39,11,0,569,15,164,261,148,8,569,4,4,6,4,304,22,,,0,0,,1,,,,,,,,,,0,7,3,5,33,15,0,0,0,53,9,1,395
Teninsoun Sissoko,fr FRA,DF,Turbine Potsdam,30-097,1992,1,1,41,0,0,0,0,0,0,0,0.0,0.0,0.0,84bb63a4,de550500,0,0,,,,0,,0.0,0.0,0,17,286,140,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,18,4,12,5,1,0,18,0,0,0,1,11,0,88,88,7,0,,1,2.13,16,11,+5,-1.08,11.8,6.5,+5.3,-1.96,0,0,0,0,0,0,0,0,0,2,1,0,15
Georgia Stanway,eng ENG,MF,Bayern Munich,23-339,1999,8,8,671,0,1,0,0,0,5,0,1.4,1.4,1.1,89c43b54,51ec22be,18,5,0.00,0.00,23.0,0,0.08,-1.4,-1.4,0,489,7890,2081,0.6,-0.1,16,55,11,1,48,34,28,0,3,2,1,0,5,5,0,0,0,0,0,15,12,6,4,5,8,12,4,9,3,6,10,25,2,0,567,6,108,323,144,17,567,11,20,15,14,425,22,90,90,9,0,,0,2.44,24,3,+21,,18.5,4.9,+13.6,,0,15,9,0,6,12,0,0,0,60,3,1,408
Jenske Steenwijk,nl NED,"FW,MF",SV Meppen,18-030,2004,4,0,48,0,0,0,0,0,0,0,0.0,0.0,0.0,cfd1bd72,4ed1418c,1,0,0.00,,34.6,0,0.01,0.0,0.0,0,22,251,131,0.0,0.0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,1,0,4,6,2,1,0,1,2,6,2,0,31,1,14,13,4,0,31,0,0,0,1,11,0,69,75,5,1,23,0,0.78,7,17,-10,+2.38,7.4,10.1,-2.7,+0.51,0,1,0,0,0,2,0,0,0,7,0,0,11
Greta Stegemann,de GER,DF,Freiburg,21-299,2001,8,8,720,0,0,0,0,0,2,0,1.0,1.0,0.7,45c1817c,b4de690d,3,1,0.00,0.00,10.5,0,0.33,-1.0,-1.0,0,461,8134,2560,0.4,-0.7,3,19,2,1,17,10,7,2,0,0,1,0,0,0,0,0,0,0,0,17,11,8,6,3,7,15,8,17,8,9,22,39,21,1,547,67,351,175,22,6,547,3,4,5,1,314,2,71,88,4,2,29,0,0.57,5,17,-12,-0.47,7.0,10.9,-3.9,-0.50,0,6,6,0,2,11,0,1,0,59,3,5,377
Judith Steinert,de GER,DF,Freiburg,27-074,1995,9,3,381,1,0,1,0,0,1,0,0.5,0.5,0.2,b34e600e,b4de690d,3,3,0.33,0.33,8.0,0,0.16,+0.5,+0.5,0,184,1911,1069,0.3,-0.2,3,15,1,0,18,8,4,3,0,0,1,0,0,0,0,0,0,0,0,11,9,7,2,2,5,9,4,11,1,10,9,20,18,0,239,17,104,94,46,6,239,0,5,4,1,96,7,90,90,2,0,,0,0.00,2,7,-5,-0.36,1.2,3.6,-2.4,+0.56,0,3,3,1,3,9,0,0,0,23,4,6,112
Maja Sternad,de GER,FW,Werder Bremen,18-345,2003,9,9,664,0,0,0,0,0,1,0,1.7,1.7,0.5,03224c76,7adbf480,14,4,0.00,0.00,11.8,0,0.12,-1.7,-1.7,0,126,1115,261,0.6,-0.5,5,6,6,3,11,19,9,0,2,2,5,1,1,0,0,0,0,1,0,7,5,2,2,3,4,8,4,8,0,8,0,7,1,0,227,1,10,92,128,31,227,4,17,38,18,144,41,89,89,8,0,,0,1.33,7,9,-2,-15.22,6.9,12.9,-6.1,-5.68,0,18,9,6,13,5,1,0,0,21,11,17,68
Beke Sterner,de GER,DF,Essen,19-289,2003,9,9,810,0,2,0,0,0,0,0,0.3,0.3,1.3,b8894d39,becc1dd0,4,1,0.00,0.00,11.3,0,0.08,-0.3,-0.3,0,443,4425,2684,0.4,+0.7,5,18,7,5,14,13,7,2,1,1,2,0,4,2,1,1,0,0,0,16,12,9,6,1,9,12,3,17,6,11,12,28,8,0,516,16,185,220,119,8,516,6,10,6,10,202,7,71,85,5,2,24,0,3.00,26,4,+22,+0.41,17.5,4.1,+13.4,-0.28,0,7,15,0,22,12,0,0,0,59,13,15,247
